PERMNO,date,RET
10107,20200902,0.019272
10107,20200903,-0.061947
10107,20200904,-0.014036
10107,20200908,-0.054096
10107,20200909,0.042584
10107,20200910,-0.028018
10107,20200911,-0.006525
10107,20200914,0.006764
10107,20200915,0.016406
10107,20200916,-0.017866
10107,20200917,-0.010436
10107,20200918,-0.012419
10107,20200921,0.010729
10107,20200922,0.024094
10107,20200923,-0.032928
10107,20200924,0.012962
10107,20200925,0.022787
10107,20200928,0.007795
10107,20200929,-0.010409
10107,20200930,0.014812
10107,20201001,0.010127
10107,20201002,-0.029511
10107,20201005,0.020321
10107,20201006,-0.021247
10107,20201007,0.019037
10107,20201008,0.003574
10107,20201009,0.024836
10107,20201012,0.025902
10107,20201013,0.006594
10107,20201014,-0.008974
10107,20201015,-0.005433
10107,20201016,0.000000
10107,20201019,-0.024766
10107,20201020,0.002007
10107,20201021,0.000699
10107,20201022,0.000419
10107,20201023,0.006236
10107,20201026,-0.028442
10107,20201027,0.015089
10107,20201028,-0.049566
10107,20201029,0.010065
10107,20201030,-0.010991
10107,20201102,-0.000691
10107,20201103,0.020264
10107,20201104,0.048249
10107,20201105,0.031887
10107,20201106,0.001926
10107,20201109,-0.023824
10107,20201110,-0.033793
10107,20201111,0.026255
10107,20201112,-0.005126
10107,20201113,0.004967
10107,20201116,0.003325
10107,20201117,-0.012751
10107,20201118,-0.013149
10107,20201119,0.006348
10107,20201120,-0.009557
10107,20201123,-0.001331
10107,20201124,0.017848
10107,20201125,0.000047
10107,20201127,0.006359
10107,20201130,-0.005390
10107,20201201,0.009997
10107,20201202,-0.003885
10107,20201203,-0.005247
10107,20201204,0.000560
10107,20201207,-0.000327
10107,20201208,0.008027
10107,20201209,-0.019490
10107,20201210,-0.006043
10107,20201211,0.013015
10107,20201214,0.004408
10107,20201215,-0.000327
10107,20201216,0.024051
10107,20201217,0.000638
10107,20201218,-0.003783
10107,20201221,0.018299
10107,20201222,0.006065
10107,20201223,-0.013039
10107,20201224,0.007827
10107,20201228,0.009921
10107,20201229,-0.003601
10107,20201230,-0.011019
10107,20201231,0.003338
10145,20200102,0.021412
10145,20200103,-0.010675
10145,20200106,-0.007548
10145,20200107,0.000563
10145,20200108,0.000845
10145,20200109,0.007370
10145,20200110,-0.002178
10145,20200113,0.014495
10145,20200114,-0.004524
10145,20200115,0.001552
10145,20200116,0.008466
10145,20200117,0.005322
10145,20200121,-0.012553
10145,20200122,-0.004864
10145,20200123,-0.002610
10145,20200124,-0.013643
10145,20200127,-0.020268
10145,20200128,0.011064
10145,20200129,0.001197
10145,20200130,0.015199
10145,20200131,-0.028709
10145,20200203,-0.010969
10145,20200204,0.022706
10145,20200205,0.009645
10145,20200206,-0.003109
10145,20200207,-0.006068
10145,20200210,0.009528
10145,20200211,0.012433
10145,20200212,0.011331
10145,20200213,-0.005851
10145,20200214,0.003831
10145,20200218,-0.007688
10145,20200219,0.008026
10145,20200220,-0.000885
10145,20200221,-0.004538
10145,20200224,-0.025628
10145,20200225,-0.042620
10145,20200226,-0.003695
10145,20200227,-0.040256
10145,20200228,0.016421
10145,20200302,0.012764
10145,20200303,-0.014308
10145,20200304,0.057446
10145,20200305,-0.036626
10145,20200306,-0.005397
10145,20200309,-0.068097
10145,20200310,0.057765
10145,20200311,-0.051333
10145,20200312,-0.120868
10145,20200313,0.107972
10145,20200316,-0.094639
10145,20200317,-0.025652
10145,20200318,-0.092489
10145,20200319,-0.005434
10145,20200320,-0.054304
10145,20200323,-0.076800
10145,20200324,0.150684
10145,20200325,0.084846
10145,20200326,0.059776
10145,20200327,-0.044614
10145,20200330,0.003657
10145,20200331,0.015484
10145,20200401,-0.030495
10145,20200402,0.023899
10145,20200403,-0.040358
10145,20200406,0.051393
10145,20200407,0.009254
10145,20200408,0.029651
10145,20200409,0.030018
10145,20200413,-0.038276
10145,20200414,0.019211
10145,20200415,-0.040899
10145,20200416,-0.018615
10145,20200417,0.045266
10145,20200420,-0.018942
10145,20200421,-0.027266
10145,20200422,0.007803
10145,20200423,0.012403
10145,20200424,0.006237
10145,20200427,0.032172
10145,20200428,0.020589
10145,20200429,0.023816
10145,20200430,-0.029146
10145,20200501,-0.032770
10145,20200504,-0.014936
10145,20200505,-0.002441
10145,20200506,-0.013569
10145,20200507,-0.001879
10145,20200508,0.031027
10145,20200511,-0.019210
10145,20200512,-0.049821
10145,20200513,-0.036210
10145,20200514,0.040498
10145,20200515,-0.012908
10145,20200518,0.084762
10145,20200519,-0.030065
10145,20200520,0.030921
10145,20200521,0.012203
10145,20200522,0.010821
10145,20200526,0.041385
10145,20200527,0.025183
10145,20200528,-0.006932
10145,20200529,-0.011588
10145,20200601,0.002263
10145,20200602,0.014845
10145,20200603,0.033704
10145,20200604,0.016694
10145,20200605,0.035020
10145,20200608,0.009605
10145,20200609,-0.029585
10145,20200610,-0.025174
10145,20200611,-0.069297
10145,20200612,0.007460
10145,20200615,0.014670
10145,20200616,0.016913
10145,20200617,-0.005164
10145,20200618,-0.000742
10145,20200619,-0.019294
10145,20200622,-0.002958
10145,20200623,-0.000552
10145,20200624,-0.044940
10145,20200625,0.029707
10145,20200626,-0.029833
10145,20200629,0.036394
10145,20200630,0.009425
10145,20200701,-0.003320
10145,20200702,0.006315
10145,20200706,0.015170
10145,20200707,-0.015283
10145,20200708,0.004277
10145,20200709,-0.028986
10145,20200710,0.007640
10145,20200713,0.007301
10145,20200714,0.032128
10145,20200715,0.025861
10145,20200716,0.007569
10145,20200717,0.012542
10145,20200720,-0.010387
10145,20200721,0.008931
10145,20200722,-0.000969
10145,20200723,-0.005692
10145,20200724,-0.027971
10145,20200727,0.008901
10145,20200728,0.008291
10145,20200729,0.016907
10145,20200730,-0.035063
10145,20200731,0.001408
10145,20200803,-0.005624
10145,20200804,-0.008079
10145,20200805,0.023688
10145,20200806,0.011670
10145,20200807,0.016581
10145,20200810,0.027851
10145,20200811,0.005332
10145,20200812,-0.001310
10145,20200813,-0.001187
10145,20200814,0.008177
10145,20200817,-0.009483
10145,20200818,-0.008692
10145,20200819,-0.003368
10145,20200820,-0.004335
10145,20200821,0.008516
10145,20200824,0.011873
10145,20200825,0.032378
10145,20200826,0.004741
10145,20200827,0.004114
10145,20200828,0.014398
10145,20200831,-0.016807
10145,20200901,0.014618
10145,20200902,0.026790
10145,20200903,-0.035774
10145,20200904,0.002345
10145,20200908,-0.014518
10145,20200909,0.009010
10145,20200910,-0.008929
10145,20200911,0.013271
10145,20200914,0.012136
10145,20200915,-0.001009
10145,20200916,0.010101
10145,20200917,0.002000
10145,20200918,-0.009628
10145,20200921,-0.043450
10145,20200922,0.008118
10145,20200923,-0.023912
10145,20200924,-0.000189
10145,20200925,0.017196
10145,20200928,0.019506
10145,20200929,-0.000790
10145,20200930,0.000608
10145,20201001,-0.005650
10145,20201002,0.011791
10145,20201005,0.018779
10145,20201006,-0.010846
10145,20201007,0.027923
10145,20201008,0.012999
10145,20201009,0.003453
10145,20201012,0.005620
10145,20201013,-0.021727
10145,20201014,0.011192
10145,20201015,-0.004958
10145,20201016,0.013035
10145,20201019,-0.018701
10145,20201020,0.009732
10145,20201021,-0.002251
10145,20201022,0.023023
10145,20201023,-0.007407
10145,20201026,-0.030591
10145,20201027,-0.020098
10145,20201028,-0.033523
10145,20201029,0.021345
10145,20201030,0.002126
10145,20201102,0.052501
10145,20201103,0.032256
10145,20201104,-0.001674
10145,20201105,0.024426
10145,20201106,0.005402
10145,20201109,0.069029
10145,20201110,0.025331
10145,20201111,-0.013318
10145,20201112,-0.005620
10145,20201113,0.021801
10145,20201116,0.034981
10145,20201117,-0.015629
10145,20201118,-0.020552
10145,20201119,0.008006
10145,20201120,-0.003552
10145,20201123,0.012772
10145,20201124,0.016179
10145,20201125,-0.001010
10145,20201127,0.008330
10145,20201130,-0.026217
10145,20201201,0.011181
10145,20201202,0.008729
10145,20201203,0.001058
10145,20201204,0.021420
10145,20201207,-0.007429
10145,20201208,0.004595
10145,20201209,0.000802
10145,20201210,-0.001272
10145,20201211,0.012549
10145,20201214,-0.012953
10145,20201215,0.010951
10145,20201216,-0.018023
10145,20201217,0.007750
10145,20201218,-0.008965
10145,20201221,0.002952
10145,20201222,-0.012912
10145,20201223,0.009859
10145,20201224,-0.002191
10145,20201228,0.001957
10145,20201229,-0.003858
10145,20201230,0.008703
10145,20201231,0.008296
11308,20200102,-0.006504
11308,20200103,-0.005456
11308,20200106,-0.000366
11308,20200107,-0.007682
11308,20200108,0.001843
11308,20200109,0.018215
11308,20200110,0.003433
11308,20200113,0.010805
11308,20200114,-0.002316
11308,20200115,0.012500
11308,20200116,0.002116
11308,20200117,0.002112
11308,20200121,0.004039
11308,20200122,0.007696
11308,20200123,0.003819
11308,20200124,-0.002594
11308,20200127,-0.003467
11308,20200128,-0.008177
11308,20200129,0.000000
11308,20200130,0.032450
11308,20200131,-0.007815
11308,20200203,0.003082
11308,20200204,0.004438
11308,20200205,0.000170
11308,20200206,0.002379
11308,20200207,0.003390
11308,20200210,0.009461
11308,20200211,-0.002678
11308,20200212,-0.003021
11308,20200213,0.003366
11308,20200214,0.005704
11308,20200218,-0.007006
11308,20200219,0.004032
11308,20200220,-0.000837
11308,20200221,0.006865
11308,20200224,-0.024613
11308,20200225,-0.014152
11308,20200226,-0.003805
11308,20200227,-0.046354
11308,20200228,-0.026215
11308,20200302,0.045429
11308,20200303,0.002504
11308,20200304,0.051017
11308,20200305,-0.036999
11308,20200306,-0.026084
11308,20200309,-0.061527
11308,20200310,0.034709
11308,20200311,-0.027022
11308,20200312,-0.096725
11308,20200313,0.036472
11308,20200316,-0.066227
11308,20200317,0.042422
11308,20200318,-0.049385
11308,20200319,-0.067335
11308,20200320,-0.084389
11308,20200323,-0.019321
11308,20200324,0.050319
11308,20200325,0.054753
11308,20200326,0.064408
11308,20200327,-0.033416
11308,20200330,0.051156
11308,20200331,-0.016667
11308,20200401,-0.048136
11308,20200402,0.043447
11308,20200403,-0.002730
11308,20200406,0.064796
11308,20200407,-0.003428
11308,20200408,0.028166
11308,20200409,0.024676
11308,20200413,-0.042245
11308,20200414,0.042404
11308,20200415,-0.026778
11308,20200416,-0.010712
11308,20200417,0.020382
11308,20200420,-0.031835
11308,20200421,-0.024715
11308,20200422,0.006611
11308,20200423,-0.013354
11308,20200424,0.007988
11308,20200427,0.029716
11308,20200428,-0.000855
11308,20200429,0.008130
11308,20200430,-0.026104
11308,20200501,-0.006319
11308,20200504,-0.010088
11308,20200505,0.005760
11308,20200506,-0.014317
11308,20200507,-0.003352
11308,20200508,0.033857
11308,20200511,-0.012362
11308,20200512,-0.015810
11308,20200513,-0.019634
11308,20200514,-0.005462
11308,20200515,-0.010069
11308,20200518,0.039529
11308,20200519,-0.009562
11308,20200520,0.030310
11308,20200521,-0.015690
11308,20200522,-0.003099
11308,20200526,0.023540
11308,20200527,0.013886
11308,20200528,0.007704
11308,20200529,-0.008707
11308,20200601,0.006641
11308,20200602,-0.001915
11308,20200603,0.021322
11308,20200604,0.000417
11308,20200605,0.024416
11308,20200608,0.015482
11308,20200609,-0.017051
11308,20200610,-0.007755
11308,20200611,-0.063348
11308,20200612,0.010321
11308,20200615,0.015351
11308,20200616,0.010151
11308,20200617,-0.004062
11308,20200618,0.008802
11308,20200619,-0.020643
11308,20200622,-0.006084
11308,20200623,-0.002186
11308,20200624,-0.021691
11308,20200625,0.006271
11308,20200626,-0.030269
11308,20200629,0.018132
11308,20200630,0.007214
11308,20200701,0.003133
11308,20200702,0.001339
11308,20200706,0.007799
11308,20200707,-0.000442
11308,20200708,-0.003097
11308,20200709,-0.025738
11308,20200710,0.028240
11308,20200713,0.002215
11308,20200714,0.013702
11308,20200715,0.011554
11308,20200716,-0.005388
11308,20200717,0.014518
11308,20200720,-0.014951
11308,20200721,0.023417
11308,20200722,0.027119
11308,20200723,-0.004125
11308,20200724,0.004350
11308,20200727,-0.000206
11308,20200728,-0.006188
11308,20200729,-0.003321
11308,20200730,-0.006872
11308,20200731,-0.009436
11308,20200803,-0.019898
11308,20200804,0.008423
11308,20200805,0.011352
11308,20200806,0.005506
11308,20200807,0.006740
11308,20200810,-0.001674
11308,20200811,0.004401
11308,20200812,0.010432
11308,20200813,-0.001032
11308,20200814,0.001447
11308,20200817,-0.004954
11308,20200818,0.004356
11308,20200819,-0.021685
11308,20200820,-0.000422
11308,20200821,-0.001478
11308,20200824,0.014594
11308,20200825,-0.001251
11308,20200826,0.005218
11308,20200827,0.001453
11308,20200828,0.033174
11308,20200831,-0.006021
11308,20200901,-0.008278
11308,20200902,0.042142
11308,20200903,-0.013870
11308,20200904,0.011094
11308,20200908,-0.024099
11308,20200909,0.007629
11308,20200910,-0.003786
11308,20200911,0.021200
11308,20200914,0.001175
11308,20200915,0.006705
11308,20200916,-0.005093
11308,20200917,-0.004725
11308,20200918,-0.001978
11308,20200921,-0.026957
11308,20200922,0.011611
11308,20200923,-0.029199
11308,20200924,0.010164
11308,20200925,0.000411
11308,20200928,0.011494
11308,20200929,-0.007305
11308,20200930,0.009199
11308,20201001,-0.003848
11308,20201002,0.003660
11308,20201005,0.000405
11308,20201006,-0.008911
11308,20201007,0.012669
11308,20201008,0.018160
11308,20201009,0.006936
11308,20201012,0.005511
11308,20201013,-0.017029
11308,20201014,-0.001991
11308,20201015,-0.002594
11308,20201016,0.000800
11308,20201019,-0.008195
11308,20201020,0.012697
11308,20201021,-0.005174
11308,20201022,0.013803
11308,20201023,-0.003157
11308,20201026,-0.014252
11308,20201027,0.002008
11308,20201028,-0.038878
11308,20201029,0.001251
11308,20201030,0.000833
11308,20201102,0.011652
11308,20201103,0.015014
11308,20201104,-0.003647
11308,20201105,0.005491
11308,20201106,0.000202
11308,20201109,0.063094
11308,20201110,0.026821
11308,20201111,-0.007410
11308,20201112,-0.010638
11308,20201113,0.008300
11308,20201116,0.007484
11308,20201117,-0.003157
11308,20201118,-0.019933
11308,20201119,0.009884
11308,20201120,-0.008658
11308,20201123,0.000190
11308,20201124,0.010251
11308,20201125,-0.005449
11308,20201127,-0.004345
11308,20201130,-0.013093
11308,20201201,0.008527
11308,20201202,0.001345
11308,20201203,0.012857
11308,20201204,0.020273
11308,20201207,-0.015970
11308,20201208,0.003586
11308,20201209,0.002821
11308,20201210,-0.005250
11308,20201211,0.005655
11308,20201214,-0.001499
11308,20201215,0.010700
11308,20201216,-0.014487
11308,20201217,0.003958
11308,20201218,0.008823
11308,20201221,-0.017306
11308,20201222,-0.000947
11308,20201223,0.006065
11308,20201224,0.006782
11308,20201228,0.013473
11308,20201229,-0.000554
11308,20201230,0.005727
11308,20201231,0.007348
12490,20200102,0.010295
12490,20200103,-0.007975
12490,20200106,-0.001786
12490,20200107,0.000671
12490,20200108,0.008346
12490,20200109,0.010568
12490,20200110,-0.000366
12490,20200113,-0.000658
12490,20200114,-0.005710
12490,20200115,0.005890
12490,20200116,0.009955
12490,20200117,0.002392
12490,20200121,0.006218
12490,20200122,0.033915
12490,20200123,-0.007089
12490,20200124,-0.016169
12490,20200127,-0.013802
12490,20200128,0.006709
12490,20200129,-0.013329
12490,20200130,-0.006682
12490,20200131,0.050888
12490,20200203,0.017672
12490,20200204,0.019416
12490,20200205,0.048421
12490,20200206,0.002751
12490,20200207,-0.011036
12490,20200210,0.006649
12490,20200211,-0.006152
12490,20200212,0.011923
12490,20200213,-0.006439
12490,20200214,-0.023394
12490,20200218,0.002654
12490,20200219,-0.001588
12490,20200220,0.002386
12490,20200221,-0.009126
12490,20200224,-0.022758
12490,20200225,-0.032234
12490,20200226,-0.013831
12490,20200227,-0.047513
12490,20200228,-0.022237
12490,20200302,0.031886
12490,20200303,-0.040209
12490,20200304,0.041272
12490,20200305,-0.034794
12490,20200306,-0.014049
12490,20200309,-0.077664
12490,20200310,0.059078
12490,20200311,-0.054500
12490,20200312,-0.128507
12490,20200313,0.049995
12490,20200316,-0.082168
12490,20200317,0.076403
12490,20200318,-0.029067
12490,20200319,-0.031000
12490,20200320,-0.049332
12490,20200323,-0.006500
12490,20200324,0.113011
12490,20200325,0.003508
12490,20200326,0.066509
12490,20200327,-0.043051
12490,20200330,0.045358
12490,20200331,-0.017710
12490,20200401,-0.052195
12490,20200402,0.046224
12490,20200403,-0.033273
12490,20200406,0.079744
12490,20200407,0.001045
12490,20200408,0.037846
12490,20200409,0.018526
12490,20200413,-0.002881
12490,20200414,0.022782
12490,20200415,-0.042127
12490,20200416,-0.024939
12490,20200417,0.037933
12490,20200420,0.002414
12490,20200421,-0.030313
12490,20200422,0.021840
12490,20200423,0.017098
12490,20200424,0.027771
12490,20200427,0.009622
12490,20200428,0.002780
12490,20200429,0.019165
12490,20200430,-0.024322
12490,20200501,-0.029388
12490,20200504,-0.001559
12490,20200505,0.007396
12490,20200506,0.004813
12490,20200507,-0.002517
12490,20200508,0.014518
12490,20200511,-0.003252
12490,20200512,-0.019006
12490,20200513,-0.037668
12490,20200514,0.010542
12490,20200515,0.000257
12490,20200518,0.039152
12490,20200519,-0.010447
12490,20200520,0.009061
12490,20200521,-0.018619
12490,20200522,-0.006128
12490,20200526,0.028465
12490,20200527,0.031045
12490,20200528,-0.008045
12490,20200529,0.002971
12490,20200601,-0.000080
12490,20200602,0.008888
12490,20200603,0.024206
12490,20200604,-0.001240
12490,20200605,0.024595
12490,20200608,0.027942
12490,20200609,-0.028582
12490,20200610,-0.015166
12490,20200611,-0.091322
12490,20200612,0.033048
12490,20200615,-0.002133
12490,20200616,0.028771
12490,20200617,-0.007990
12490,20200618,0.000081
12490,20200619,-0.013611
12490,20200622,-0.011431
12490,20200623,-0.013711
12490,20200624,-0.025040
12490,20200625,0.022419
12490,20200626,-0.015458
12490,20200629,0.021845
12490,20200630,0.008518
12490,20200701,-0.018465
12490,20200702,0.009786
12490,20200706,0.004094
12490,20200707,-0.021716
12490,20200708,0.001106
12490,20200709,-0.016991
12490,20200710,0.022816
12490,20200713,0.007182
12490,20200714,0.011745
12490,20200715,0.019901
12490,20200716,0.008211
12490,20200717,0.008870
12490,20200720,0.010071
12490,20200721,-0.002453
12490,20200722,0.020704
12490,20200723,-0.010414
12490,20200724,-0.012095
12490,20200727,0.003339
12490,20200728,-0.013787
12490,20200729,0.006829
12490,20200730,-0.019311
12490,20200731,0.000325
12490,20200803,0.011144
12490,20200804,0.012308
12490,20200805,-0.003099
12490,20200806,0.005341
12490,20200807,0.003727
12490,20200810,0.017206
12490,20200811,-0.002832
12490,20200812,-0.000395
12490,20200813,-0.013181
12490,20200814,0.001920
12490,20200817,-0.006626
12490,20200818,0.003857
12490,20200819,-0.008646
12490,20200820,-0.005572
12490,20200821,0.000081
12490,20200824,0.020461
12490,20200825,-0.008275
12490,20200826,-0.003771
12490,20200827,0.003866
12490,20200828,0.003369
12490,20200831,-0.014072
12490,20200901,0.000730
12490,20200902,0.038736
12490,20200903,-0.029100
12490,20200904,-0.017276
12490,20200908,-0.008913
12490,20200909,0.008663
12490,20200910,-0.013905
12490,20200911,0.007465
12490,20200914,0.005187
12490,20200915,0.002867
12490,20200916,0.014538
12490,20200917,0.005635
12490,20200918,-0.017291
12490,20200921,-0.020446
12490,20200922,0.002162
12490,20200923,-0.013941
12490,20200924,-0.006227
12490,20200925,0.007283
12490,20200928,0.023371
12490,20200929,-0.006490
12490,20200930,0.006036
12490,20201001,-0.004767
12490,20201002,-0.004294
12490,20201005,0.011943
12490,20201006,-0.000328
12490,20201007,0.017217
12490,20201008,0.059805
12490,20201009,-0.028139
12490,20201012,-0.004539
12490,20201013,-0.016587
12490,20201014,0.006715
12490,20201015,-0.008337
12490,20201016,0.008327
12490,20201019,-0.003256
12490,20201020,-0.064930
12490,20201021,-0.019681
12490,20201022,0.006084
12490,20201023,0.002073
12490,20201026,-0.032586
12490,20201027,-0.014792
12490,20201028,-0.035365
12490,20201029,0.021191
12490,20201030,0.025250
12490,20201102,0.011195
12490,20201103,0.011071
12490,20201104,-0.019797
12490,20201105,0.025648
12490,20201106,-0.006361
12490,20201109,0.027359
12490,20201110,0.020601
12490,20201111,-0.006022
12490,20201112,-0.023038
12490,20201113,0.020524
12490,20201116,0.012923
12490,20201117,-0.005576
12490,20201118,-0.007901
12490,20201119,0.003511
12490,20201120,-0.002048
12490,20201123,0.026937
12490,20201124,0.036056
12490,20201125,-0.001768
12490,20201127,0.001208
12490,20201130,-0.006675
12490,20201201,-0.002914
12490,20201202,0.011854
12490,20201203,-0.008105
12490,20201204,0.029043
12490,20201207,-0.019654
12490,20201208,0.008099
12490,20201209,0.008591
12490,20201210,-0.014433
12490,20201211,-0.005522
12490,20201214,-0.005955
12490,20201215,0.019428
12490,20201216,-0.003018
12490,20201217,0.000000
12490,20201218,0.002389
12490,20201221,-0.019547
12490,20201222,0.001783
12490,20201223,0.002346
12490,20201224,0.006376
12490,20201228,0.001043
12490,20201229,-0.008172
12490,20201230,0.004362
12490,20201231,0.012385
14008,20200102,-0.004024
14008,20200103,-0.006789
14008,20200106,0.007674
14008,20200107,-0.009405
14008,20200108,0.000756
14008,20200109,0.002980
14008,20200110,-0.002804
14008,20200113,-0.005624
14008,20200114,0.013000
14008,20200115,0.007083
14008,20200116,-0.004965
14008,20200117,0.004116
14008,20200121,-0.016108
14008,20200122,-0.003577
14008,20200123,-0.007223
14008,20200124,-0.040206
14008,20200127,-0.011703
14008,20200128,0.008477
14008,20200129,0.010274
14008,20200130,-0.004402
14008,20200131,-0.044661
14008,20200203,0.003842
14008,20200204,0.022731
14008,20200205,0.045670
14008,20200206,-0.002113
14008,20200207,-0.009160
14008,20200210,-0.008329
14008,20200211,0.006772
14008,20200212,-0.008560
14008,20200213,-0.010397
14008,20200214,0.001973
14008,20200218,-0.008010
14008,20200219,0.005729
14008,20200220,-0.003678
14008,20200221,0.002926
14008,20200224,-0.022039
14008,20200225,-0.034423
14008,20200226,0.019774
14008,20200227,-0.051459
14008,20200228,-0.018526
14008,20200302,0.062434
14008,20200303,-0.036664
14008,20200304,0.052294
14008,20200305,-0.013900
14008,20200306,-0.006930
14008,20200309,-0.058296
14008,20200310,0.042496
14008,20200311,-0.039410
14008,20200312,-0.082608
14008,20200313,0.108977
14008,20200316,-0.066403
14008,20200317,0.101336
14008,20200318,-0.014052
14008,20200319,-0.029871
14008,20200320,-0.052878
14008,20200323,-0.012324
14008,20200324,0.088259
14008,20200325,-0.045468
14008,20200326,0.027700
14008,20200327,-0.001108
14008,20200330,0.051495
14008,20200331,-0.027581
14008,20200401,-0.024269
14008,20200402,0.055963
14008,20200403,-0.016612
14008,20200406,0.030037
14008,20200407,-0.013234
14008,20200408,0.049861
14008,20200409,-0.004471
14008,20200413,0.000275
14008,20200414,0.039080
14008,20200415,-0.022046
14008,20200416,0.041028
14008,20200417,0.017627
14008,20200420,0.006937
14008,20200421,-0.024725
14008,20200422,-0.006327
14008,20200423,0.013956
14008,20200424,0.016302
14008,20200427,0.026028
14008,20200428,-0.019635
14008,20200429,-0.008331
14008,20200430,0.014977
14008,20200501,-0.034445
14008,20200504,-0.000303
14008,20200505,0.023602
14008,20200506,0.000973
14008,20200507,-0.013779
14008,20200508,0.006386
14008,20200511,0.033728
14008,20200512,-0.022782
14008,20200513,-0.001602
14008,20200514,0.004856
14008,20200515,0.016052
14008,20200518,-0.029184
14008,20200519,-0.024701
14008,20200520,0.001935
14008,20200521,-0.013560
14008,20200522,0.007340
14008,20200526,-0.017798
14008,20200527,0.010836
14008,20200528,-0.003025
14008,20200529,0.024852
14008,20200601,-0.012146
14008,20200602,-0.014058
14008,20200603,-0.012158
14008,20200604,-0.000543
14008,20200605,0.021686
