date,nextday_RET,headline,direction
2020-01-06,0.010607,BOEING SHARES DOWN 1.1% PREMARKET; WSJ REPORTS THAT CO IS CONSIDERING RAISING DEBT AS MAX CRISIS TAKES TOLL.,up
2020-01-06,0.010607,BRIEF-Boeing Considers Raising Debt as MAX Crisis Takes Toll - WSJ.,up
2020-01-06,0.010607,Reuters Insider - U.S. Morning Call: Iran tensions keep markets on edge.,up
2020-01-06,0.010607,MEDIA-U.S. regulators mull ordering extra simulator training for Boeing 737 MAX pilots- WSJ.,up
2020-01-06,0.010607,BRIEF-AerSale Component Solutions Receives FAA Approval To Overhaul Landing Gear.,up
2020-01-06,0.010607,NYSE ORDER IMBALANCE <BA.N> 122471.0 SHARES ON BUY SIDE,up
2020-01-06,0.010607,PRESS DIGEST -Wall Street Journal - Jan 6.,up
2020-01-06,0.010607,UPDATE 2-Aeromexico reaches compensation deal with Boeing over MAX crisis.,up
2020-01-06,0.010607,Reuters Insider - Boeing weighs raising more debt.,up
2020-01-06,0.010607,"AERSALE COMPONENT SOLUTIONS - RECEIVED APPROVAL FROM FEDERAL AVIATION ADMINISTRATION TO OVERHAUL BOEING 737, 757, AND 767 SERIES AIRCRAFT LANDING GEAR.",up
2020-01-06,0.010607,"BOEING ALSO THINKING OF DEFERRING SOME CAPITAL EXPENDITURES, FREEZING ACQUISITIONS, CUTTING SPENDING ON RESEARCH & DEVELOPMENT TO PRESERVE CASH - WSJ.",up
2020-01-06,0.010607,PRESS DIGEST- New York Times business news - Jan. 6.,up
2020-01-06,0.010607,"BUZZ-Boeing: Plans to raise debt, defer CapEx - WSJ.",up
2020-01-06,0.010607,UPDATE 1-Boeing considers raising more debt as MAX crisis weighs - WSJ.,up
2020-01-06,0.010607,BRIEF-Aeromexico Announces Compensation Agreement With Boeing.,up
2020-01-06,0.010607,BOEING IS CONSIDERING PLANS TO RAISE MORE DEBT TO BOLSTER FINANCES STRAINED BY THE GROUNDING OF ITS 737 MAX - WSJ.,up
2020-01-06,0.010607,Boeing considers raising more debt as MAX crisis weighs - WSJ.,up
2020-01-07,-0.017523,FRENCH MINISTER LE MAIRE SAYS  IT IS TIME TO SETTLE EU-U.S. DISPUTE OVER AIRBUS/BOEING.,down
2020-01-07,-0.017523,"SPIRIT AEROSYSTEMS CEO SAYS DO NOT KNOW HOW LONG MAX PRODUCTION RATE PAUSE WILL LAST, WHAT PRODUCTION RATE WILL BE WHEN IT DOES RESUME - INTERNAL MEMO.",down
2020-01-07,-0.017523,SPIRIT AEROSYSTEMS - ANTICIPATES MAX PRODUCTION RATE WILL BE LOWER FOR AN EXTENDED PERIOD OF TIME .,down
2020-01-07,-0.017523,SPIRIT AEROSYSTEMS CEO TOM GENTILE SAYS STILL DO NOT HAVE CLARITY ON TIMING FOR RESUMING MAX PRODUCTION  - INTERNAL MEMO.,down
2020-01-07,-0.017523,BRIEF-Boeing Intends To Stop Production Of 737 Max In Mid-Jan - Internal Memo.,down
2020-01-07,-0.017523,"SPIRIT AEROSYSTEMS SAYS WICHITA, TULSA, MCALESTER EMPLOYEES TO HAVE OPPORTUNITY TO VOLUNTEER TO BE LAID OFF CONSISTENT WITH BARGAINING AGREEMENT TERMS .",down
2020-01-07,-0.017523,BUZZ-Boeing gains altitude following rumors of Berkshire interest.,down
2020-01-07,-0.017523,FRENCH FINANCE MINISTER SAYS GERMANY MUST STEP UP PUBLIC INVESTMENT.,down
2020-01-07,-0.017523,BRIEF-Aeromexico Reports December 2019 Traffic Results.,down
2020-01-07,-0.017523,MEDIA-Boeing training pilots ask to decertify union- Seattle Times .,down
2020-01-07,-0.017523,BOEING <BA.N>: LONGBOW RESEARCH INITIATES COVERAGE WITH RATING UNDERPERFORM ON CONTINUED MAX TIMELINE UNCERTAINTY; PRICE TARGET $300.,down
2020-01-07,-0.017523,BOEING CONFIRMS IT IS RECOMMENDING 737 MAX SIMULATOR TRAINING FOR PILOTS PRIOR TO RETURN TO SERVICE.,down
2020-01-07,-0.017523,American Airlines reaches settlement with Boeing for 737 MAX compensation in 2019.,down
2020-01-07,-0.017523,FRENCH FINANCE MINISTER SAYS FRANCE MUST USE LAST TWO YEARS OF MACRON'S TERM TO BRING ITS DEBT UNDER CONTROL AND START REDUCING IT.,down
2020-01-07,-0.017523,"BOEING SUPPLIER SPIRIT AEROSYSTEMS OFFERS SOME WORKERS VOLUNTARY LAYOFFS AMID ""ONGOING UNCERTAINTY REGARDING THE 737 MAX"" - CNBC.",down
2020-01-07,-0.017523,Latin America's Avianca reduces Airbus order by 20 planes.,down
2020-01-07,-0.017523,AMERICAN SAYS IT WILL ACCOUNT FOR MOST COMPENSATION AS A 'REDUCTION IN COST BASIS OF GROUNDED MAX AIRCRAFT AND CERTAIN FUTURE MAX AIRCRAFT DELIVERIES' -STATEMENT.,down
2020-01-07,-0.017523,"UPDATE 4-Boeing will reassign 3,000 workers as airlines reach compensation deals over MAX .",down
2020-01-07,-0.017523,BOEING SHARES UP 2.6% .,down
2020-01-07,-0.017523,SPIRIT AEROSYSTEMS CEO SAYS COST REDUCTION ACTIONS WILL LIKELY INVOLVE REDUCTIONS IN SIZE OF WORKFORCE - INTERNAL MEMO.,down
2020-01-07,-0.017523,"AVIANCA HOLDINGS SA - FINALLY, AVIANCA REACHED A MUTUALLY BENEFICIAL AGREEMENT WITH BOEING WITH REGARDS TO OUTSTANDING 787-9 DELIVERIES .",down
2020-01-07,-0.017523,AMERICAN AIRLINES REACHES CONFIDENTIAL SETTLEMENT WITH BOEING ON COMPENSATION FOR DAMAGES IN 2019 DUE TO THE 737 MAX -AIRLINE.,down
2020-01-07,-0.017523,BRIEF-Spirit Aerosystems Says Uncertainty Regarding MAX Return Forced Co To Evaluate Cost Reduction Options - Internal Memo.,down
2020-01-07,-0.017523,AMERICAN SAYS IT PLANS TO DESIGNATE MORE THAN $30 MILLION TO THE AIRLINEтАЩS 2019 EMPLOYEE PROFIT-SHARING PROGRAM -STATEMENT.,down
2020-01-07,-0.017523,UPDATE 2-Uber partners with Hyundai on electric air taxi.,down
2020-01-07,-0.017523,NYSE ORDER IMBALANCE <BA.N> 91779.0 SHARES ON SELL SIDE,down
2020-01-07,-0.017523,BRIEF-Avianca Holdings Announces Fleet Plan Optimization.,down
2020-01-07,-0.017523,"UPDATE 1-In U-turn, Boeing recommends 737 MAX simulator training for pilots .",down
2020-01-07,-0.017523,PRESS DIGEST -Wall Street Journal - Jan 7 .,down
2020-01-07,-0.017523,MEDIA-Boeing will recommend 737 Max flight simulator training for pilots- NYT.,down
2020-01-07,-0.017523,"SPIRIT AEROSYSTEMS - WILL NEED TO MAKE ADDITIONAL DECISIONS TO ALIGN COST STRUCTURE WITH NEW MAX PRODUCTION RATES, WHICH HAVE NOT YET BEEN ESTABLISHED .",down
2020-01-07,-0.017523,SPIRIT AEROSYSTEMS CEO SAYS DISCUSSING DIFERENT SCENARIOS WITH BOEING REGARDING MAX PRODUCTION RATE BUT NOTHING HAS BEEN DECIDED  - INTERNAL MEMO.,down
2020-01-07,-0.017523,"BOEING INTENDS TO STOP PRODUCTION OF 737 MAX IN MID-JAN & ABOUT 3,000 WORKERS ARE AFFECTED - INTERNAL MEMO.",down
2020-01-07,-0.017523,UPDATE 1-American Airlines reaches settlement with Boeing for 737 MAX compensation in 2019.,down
2020-01-07,-0.017523,"GRUPO AEROMEXICO SAB DE CV - DURING DECEMBER 2019, AEROMEXICO'S PLANNED FLEET INCLUDED FOURTEEN 737 MAX AIRCRAFT .",down
2020-01-07,-0.017523,Boeing recommending simulator training for pilots before resuming 737 MAX flights .,down
2020-01-07,-0.017523,"BRIEF-Boeing Supplier Spirit Aerosystems Offers Some Workers Voluntary Layoffs Amid ""Ongoing Uncertainty Regarding The 737 Max"" - CNBC.",down
2020-01-07,-0.017523,France must press on with plans to cut debts -Le Maire.,down
2020-01-07,-0.017523,AMERICAN SAYS IT DOES NOT EXPECT ANY MATERIAL FINANCIAL IMPACT OF AGREEMENT TO BE REALIZED IN 4TH QTR 2019 EARNINGS -STATEMENT.,down
2020-01-07,-0.017523,FRENCH FINANCE MINISTER SAYS IS PROPOSING A 10 BLN EURO CAPITAL HIKE FOR THE EUROPEAN INVESTMENT BANK IN 2020 TO FINANCE GREEN PROJECTS.,down
2020-01-07,-0.017523,UPDATE 2-Boeing now recommends 737 MAX simulator training for pilots before flight resumption.,down
2020-01-07,-0.017523,"UPDATE 3-American Airlines, Aeromexico reach compensation deals with Boeing over MAX crisis.",down
2020-01-07,-0.017523,SPIRIT AEROSYSTEMS CEO SAYS CONTINUED UNCERTAINTY REGARDING MAX RETURN TO SERVICE FORCED CO TO EVALUATE OPTIONS FOR REDUCING COSTS- INTERNAL MEMO.,down
2020-01-07,-0.017523,FACTBOX-Boeing's 737 MAX compensation deals with airlines.,down
2020-01-08,0.014998,"BOEING, ON UKRAINE INTERNATIONAL AIRLINES FLIGHT 752, SAYS ""WE ARE IN CONTACT WITH OUR AIRLINE CUSTOMER"".",up
2020-01-08,0.014998,"UPDATE 5-Ukrainian Boeing 737 crashes after take-off in Iran, all 170 aboard killed .",up
2020-01-08,0.014998,Reuters Insider - View of Kiev airport 1.,up
2020-01-08,0.014998,UPDATE 2-Ukrainian Boeing 737 with at least 170 aboard crashes in Iran.,up
2020-01-08,0.014998,BOEING <BA.N>: UBS CUTS TARGET PRICE TO $360 FROM $370.,up
2020-01-08,0.014998,UKRAINE PRESIDENT BREAKS OFF OMAN VISIT AND RETURNS TO KIEV AFTER IRAN PLANE CRASH: STATEMENT.,up
2020-01-08,0.014998,"UKRAINE INTERNATIONAL AIRLINES SAYS PLANE WAS CARRYING CITIZENS OF CANADA, IRAN, SWEDEN AND UKRAINE.",up
2020-01-08,0.014998,"CANADIAN FOREIGN MINISTER, ON UKRAINIAN AIRLINER CRASH IN IRAN, SAYS HAVE BEEN IN TOUCH WITH UKRAINE GOVT, WILL UPDATE CANADIANS AS SITUATION EVOLVES.",up
2020-01-08,0.014998,UKRAINE'S EMBASSY IN IRAN SAYS ANY PREVIOUS COMMENTS ABOUT CAUSE OF CRASH WERE NOT OFFICIAL.,up
2020-01-08,0.014998,"UKRAINE EMBASSY TO IRAN ISSUES NEW STATEMENT ON PLANE CRASH, OMITTING MENTION OF ENGINE FAILURE AS CAUSE .",up
2020-01-08,0.014998,UPDATE 13-No survivors after Ukrainian airliner with 176 aboard crashes in Iran.,up
2020-01-08,0.014998,"UKRAINE PRESIDENT SAYS ALL PASSENGERS AND CREW ON BOARD AIRLINER IN IRAN DEAD, ACCORDING TO PRELIMINARY INFORMATION .",up
2020-01-08,0.014998,Ukraine trying to determine number of citizens  killed in Iran plane crash .,up
2020-01-08,0.014998,Canada foreign minister says in touch with Ukraine on airliner crash in Iran.,up
2020-01-08,0.014998,"UPDATE 11-Ukrainian airliner crashes in Iran, killing all aboard.",up
2020-01-08,0.014998,"BOEING SAYS ""WE AWARE OF THE MEDIA REPORTS OUT OF IRAN AND WE ARE GATHERING MORE INFORMATION"" .",up
2020-01-08,0.014998,"Reuters Insider - U.S. Morning Call: Global stocks react to fresh Iran-U.S. hostility, Trump, Defense, Boeing.",up
2020-01-08,0.014998,Ukraine to test airworthiness of entire civilian fleet after Iran crash: president .,up
2020-01-08,0.014998,TSB - REMAINS AVAILABLE TO PROVIDE TECHNICAL ASSISTANCE REQUESTED BY IRANIAN & UKRAINIAN ACCIDENT INVESTIGATION BODIES.,up
2020-01-08,0.014998,Black box of crashed Ukrainian airliner found - IRIB.,up
2020-01-08,0.014998,"UPDATE 6-Ukrainian airliner crashes after take-off in Iran, killing all 176 aboard.",up
2020-01-08,0.014998,PRESS DIGEST-New York Times business news - Jan 8.,up
2020-01-08,0.014998,BOEING SAYS AWARE OF MEDIA REPORTS ABOUT PLANE CRASH IN IRAN AND GATHERING MORE INFORMATION.,up
2020-01-08,0.014998,MORE THAN 160 PEOPLE ON BOARD AIRLINER THAT CRASHED IN IRAN: UKRAINE FOREIGN MINISTRY OFFICIAL TELLS REUTERS.,up
2020-01-08,0.014998,"UKRAINE SECURITY COUNCIL SAYS ELEVEN UKRAINIAN CITIZENS KILLED IN IRAN PLANE CRASH, INCLUDING NINE CREW .",up
2020-01-08,0.014998,"NTSB SAYS IT IS ""WORKING WITH THE STATE DEPARTMENT AND OTHER AGENCIES TO DETERMINE THE BEST COURSE OF ACTION"".",up
2020-01-08,0.014998,UPDATE 1-Ukrainian Boeing 737 with at least 170 aboard crashes in Iran.,up
2020-01-08,0.014998,"Ukraine president says passengers, crew on board airliner in Iran dead.",up
2020-01-08,0.014998,UPDATE 1-U.S. calls for complete cooperation with any probe into cause of Iran crash.,up
2020-01-08,0.014998,UKRAINE INTERNATIONAL AIRLINES SAYS CRASHED PLANE PASSED LAST PLANNED TECHNICAL SERVICE ON JANUARY 6 .,up
2020-01-08,0.014998,"ASKED WHETHER PLANE IN IRAN COULD HAVE BEEN DOWNED BY MISSILE, UKRAINE PM URGES AGAINST SPECULATION BEFORE CAUSE OF CRASH OFFICIALLY ESTABLISHED .",up
2020-01-08,0.014998,BOEING <BA.N>: COWEN AND COMPANY CUTS TO MARKET PERFORM FROM OUTPERFORM; CUTS TARGET PRICE TO $371 FROM $419.,up
2020-01-08,0.014998,PRESS DIGEST - Wall Street Journal - Jan. 8 .,up
2020-01-08,0.014998,"UPDATE 8-Ukrainian airliner crashes after take-off in Iran, killing all 176 aboard.",up
2020-01-08,0.014998,Iran will not give black box from crashed Ukrainian airliner to Boeing - Mehr.,up
2020-01-08,0.014998,"UPDATE 3-Ukrainian Boeing 737 crashes in Iran, all 170 aboard killed - Iranian state TV.",up
2020-01-08,0.014998,UKRAINE INTERNATIONAL AIRLINES SUSPENDS FLIGHTS TO TEHRAN INDEFINITELY: STATEMENT .,up
2020-01-08,0.014998,U.S. transportation safety agency monitoring Ukraine crash developments.,up
2020-01-08,0.014998,"UPDATE 4-Boeing changes stance, recommends 737 MAX simulator training for pilots.",up
2020-01-08,0.014998,UKRAINE INTERNATIONAL AIRLINES SAYS PLANE INVOLVED IN IRAN CRASH WAS ONE OF ITS BEST WITH AN EXCELLENT CREW  .,up
2020-01-08,0.014998,"BRIEF-TSB Statement On Accident Involving Ukrainian International Airlines Flight 752 In Tehran, Iran",up
2020-01-08,0.014998,ENGINE FAILURE CAUSED CRASH OF UKRAINIAN AIRLINER IN IRAN: UKRAINIAN EMBASSY TO IRAN.,up
2020-01-08,0.014998,Ukraine to send investigation team to Iran to probe plane crash - Zelenskiy.,up
2020-01-08,0.014998,UKRAINE INTERNATIONAL AIRLINES DECLINES TO COMMENT ON THEORY THAT PLANE WAS SHOT DOWN BY A MISSILE .,up
2020-01-08,0.014998,"UKRAINE FOREIGN MINISTER SAYS 82 IRANIANS ON BOARD CRASHED PLANE, 63 CANADIANS   .",up
2020-01-08,0.014998,"UPDATE 4-Ukrainian Boeing 737 crashes in Iran, all 170 aboard killed - Iranian state TV.",up
2020-01-08,0.014998,Ukrainian airline involved in Iran crash says plane was one of its best.,up
2020-01-08,0.014998,"NASA, Boeing probe software glitch that stopped astronaut capsule from reaching space station.",up
2020-01-08,0.014998,BOEING ISSUES STATEMENT ON UKRAINE INTERNATIONAL AIRLINES FLIGHT 752.,up
2020-01-08,0.014998,"BUZZ-Boeing, suppliers fall as 737-800 jet crash kills all 176 aboard.",up
2020-01-08,0.014998,IRAN STATE TV SAYS BOTH BLACK BOXES OF CRASHED UKRAINIAN AIRLINER HAVE BEEN FOUND.,up
2020-01-08,0.014998,Both black boxes of crashed Ukrainian airliner have been found - Iran TV.,up
2020-01-08,0.014998,UKRAINE PRESIDENT SAYS OUR EMBASSY CLARIFYING CIRCUMSTANCES OF TRAGEDY .,up
2020-01-08,0.014998,"Ukraine foreign minister says 82 Iranians on board crashed plane, 63 Canadians.",up
2020-01-08,0.014998,"BOEING SHARES DOWN 2.3% PREMARKET; BOEING 737 BELONGING TO UKRAINE INTERNATIONAL AIRLINES CRASHED AFTER TAKING OFF IN IRAN, INITIAL REPORT BLAMES ENGINE FAILURE.",up
2020-01-08,0.014998,Ukraine to coordinate closely with Iran on airliner investigation - minister.,up
2020-01-08,0.014998,Iran crash is first fatal incident for Ukrainian airline  .,up
2020-01-08,0.014998,UPDATE 1-Iran crash is first fatal incident for Ukrainian airline.,up
2020-01-08,0.014998,IRAN'S STATE TV SAYS 32 ON BOARD UKRAINIAN FLIGHT THAT CRASHED IN IRAN WERE FOREIGNERS.,up
2020-01-08,0.014998,U.S. calls for complete cooperation with any probe into cause of Iran crash.,up
2020-01-08,0.014998,UKRAINE PRESIDENT SAYS  OUR PRIORITY IS THE ESTABLISHMENT OF TRUTH AND THOSE RESPONSIBLE FOR THIS TERRIBLE CATASTROPHE.,up
2020-01-08,0.014998,BLACK BOX OF CRASHED UKRAINIAN AIRLINER FOUND - IRAN'S STATE BROADCASTER IRIB .,up
2020-01-08,0.014998,"TSB - EXPERT WILL MONITOR PROGRESS OF INVESTIGATION INTO ACCIDENT INVOLVING UKRAINIAN INTERNATIONAL AIRLINES FLIGHT 752 IN TEHRAN, IRAN.",up
2020-01-08,0.014998,Reuters Insider - Ukrainian airliner crashes in Iran killing 176.,up
2020-01-08,0.014998,"UKRAINE HAS SPECIAL PLANES READY TO FLY TO IRAN TO TAKE BACK BODIES OF THOSE KILLED IN PLANE CRASH, PENDING IRAN'S AGREEMENT: PRESIDENT.",up
2020-01-08,0.014998,UKRAINE PM SAYS UKRAINIAN CONSUL AT THE CRASH SITE.,up
2020-01-08,0.014998,"Engine failure, not missile, caused crash of Ukrainian airliner in Iran: Ukrainian embassy.",up
2020-01-08,0.014998,UKRAINE INTERNATIONAL AIRLINES CONFIRMS PLANE WAS CARRYING 176 PEOPLE INCLUDING 167 PASSENGERS AND NINE CREW .,up
2020-01-08,0.014998,"MOODY'S ASSIGNS AA2 TO PORT OF EVERETT, WA'S GOLT REFUNDING BONDS, 2020AB&C; AFFIRMS AA2 ISSUER AND GOLT RATINGS; DOWNGRADES REVENUE RATING TO A2.",up
2020-01-08,0.014998,WRAPUP 1-Technical problems behind deadly crash of Boeing jet in Iran -security sources.,up
2020-01-08,0.014998,"UKRAINE FOREIGN MINISTER SAYS 11 UKRAINIANS ON CRASHED PLANE, 10 SWEDISH PEOPLE .",up
2020-01-08,0.014998,UPDATE 16-No survivors as Ukrainian Boeing plane crashes in Iran with 176 aboard .,up
2020-01-08,0.014998,"BUZZ-Boeing, suppliers drop as 737-800 jet crashes in Tehran, killing all 176 aboard.",up
2020-01-08,0.014998,"UKRAINE FOREIGN MINISTER SAYS ON CRASHED PLANE THERE WERE FOUR PASSENGERS FROM AFGHANISTAN, THREE FROM GERMANY, THREE FROM UNITED KINGDOM .",up
2020-01-08,0.014998,"CORRECTED-UPDATE 4-Boeing changes stance, recommends 737 MAX simulator training for pilots.",up
2020-01-08,0.014998,U.S.-Iran distrust looms over Tehran air crash investigation.,up
2020-01-08,0.014998,TRANSPORTATION SAFETY BOARD OF CANADA SAYS APPOINTED AN EXPERT WHO WILL RECEIVE AND REVIEW FACTUAL INFORMATION RELEASED BY STATE OF OCCURRENCE.,up
2020-01-08,0.014998,Reuters Insider - Ukrainian airliner crashes after take-off in Iran.,up
2020-01-08,0.014998,UPDATE 15-No survivors after Ukrainian Boeing plane with 176 aboard crashes in Iran.,up
2020-01-08,0.014998,"UKRAINE INTERNATIONAL AIRLINES SAYS CONTACTING RELATIVES, PROVIDING ALL POSSIBLE ASSISTANCE .",up
2020-01-08,0.014998,Boeing says gathering more information about reported 737 crash in Iran.,up
2020-01-08,0.014998,"Moody's assigns Aa2 to Port of Everett, WA's GOLT refunding bonds, 2020AB&C; affirms Aa2 issuer and GOLT ratings; downgrades revenue rating to A2.",up
2020-01-08,0.014998,U.S. NATIONAL TRANSPORTATION SAFETY BOARD MONITORING DEVELOPMENTS SURROUNDING CRASH OF UKRAINE INTERNATIONAL FLIGHT 752 -- STATEMENT.,up
2020-01-08,0.014998,POMPEO SAYS UNITED STATES CALLS FOR COMPLETE COOPERATION WITH ANY INVESTIGATION INTO CAUSE OF CRASH OF UKRAINIAN AIRLINER IN IRAN.,up
2020-01-08,0.014998,"UPDATE 18-Fiery crash of Ukrainian Airlines jet in Iran kills 176, engines scrutinized.",up
2020-01-08,0.014998,"UKRAINE INTERNATIONAL AIRLINES SAYS THERE WILL BE THOROUGH INVESTIGATION, INCLUDING BY AIRLINE, AIRCRAFT MANUFACTURER, UKRAINIAN AND IRANIAN AUTHORITIES .",up
2020-01-08,0.014998,"NTSB FOLLOWING STANDARD PROCEDURES FOR INTERNATIONAL AVIATION ACCIDENT INVESTIGATIONS, INCLUDING LONG-STANDING RESTRICTIONS UNDER THE COUNTRY EMBARGOES -- STATEMENT.",up
2020-01-08,0.014998, IRAN CIVIL AVIATION ORG HEAD SAYS WILL NOT GIVE BLACK BOX OF CRASHED UKRAINIAN AIRLINER TO BOEING - IRAN MEDIA.,up
2020-01-08,0.014998,UPDATE 14-No survivors after Ukrainian airliner with 176 aboard crashes in Iran.,up
2020-01-08,0.014998,"UKRAINE FOREIGN MINISTER SAYS SPOKE TO IRANIAN COUNTERPART, AGREED TO COORDINATE CLOSELY ON PROBING PLANE CRASH.",up
2020-01-08,0.014998,"UPDATE 12-Ukrainian airliner crashes in Iran, killing 176.",up
2020-01-08,0.014998,UKRAINE INTERNATIONAL AIRLINES SAYS DOING EVERYTHING POSSIBLE TO FIND OUT CAUSES OF CRASH .,up
2020-01-08,0.014998,"ALL CREW AND PASSENGERS ON BOARD UKRAINIAN AIRLINER IN IRAN DEAD: UKRAINE INTERFAX, CITING PRELIMINARY INFORMATION FROM UKRAINE FOREIGN MINISTRY OFFICIAL.",up
2020-01-08,0.014998,UKRAINE INTERNATIONAL AIRLINES SAYS THERE WAS NOTHING WRONG WITH ITS PLANE .,up
2020-01-08,0.014998,"UPDATE 7-Ukrainian airliner crashes after take-off in Iran, killing all 176 aboard.",up
2020-01-08,0.014998,"BRIEF-Boeing Says Aware Of Media Reports Out Of Iran, Gathering More Information.",up
2020-01-08,0.014998,"UPDATE 3-Boeing changes stance, recommends 737 MAX simulator training for pilots.",up
2020-01-08,0.014998,UKRAINE PRESIDENT SAYS AIRWORTHINESS OF ENTIRE CIVILIAN FLEET WILL BE TESTED  .,up
2020-01-08,0.014998,UKRAINE PRESIDENT SAYS OFFERS SINCERE CONDOLENCES TO RELATIVES OF THOSE KILLED  .,up
2020-01-08,0.014998,BOEING SHARES DOWN 1.5%; BOEING 737-800 JET BELONGING TO A UKRAINE AIRLINE CRASHES IN TEHRAN.,up
2020-01-08,0.014998,Ukrainian airplane with 180 aboard crashes in Iran- Fars .,up
2020-01-08,0.014998,THERE WERE 168 PEOPLE WHO HAD BOUGHT TICKETS FOR FLIGHT: EMBASSY .,up
2020-01-08,0.014998,LIVE MARKETS U.S.-Futures see substantial reversal; S&P 500 turns green.,up
2020-01-08,0.014998,"UPDATE 9-Ukrainian airliner crashes after take-off in Iran, killing all 176 aboard.",up
2020-01-08,0.014998,"UPDATE 10-Ukrainian airliner crashes after take-off in Iran, killing all 176 aboard.",up
2020-01-08,0.014998,Ukraine says 11 of its citizens died in Iran plane crash.,up
2020-01-08,0.014998, UKRAINE PM SAYS FLIGHT BAN TO IRAN TO START ON JANUARY 9┬а.,up
2020-01-08,0.014998,UKRAINE PRESIDENT SAYS INSTRUCTED PROSECUTOR GENERAL TO OPEN CRIMINAL PROCEEDINGS OVER IRAN AIR CRASH.,up
2020-01-08,0.014998,CRASH OF UKRAINIAN AIRLINER IN IRAN NOT CAUSED BY TERRORISM: UKRAINIAN EMBASSY TO IRAN.,up
2020-01-08,0.014998,UKRAINE INTERNATIONAL AIRLINES SAYS PILOTS INVOLVED IN IRAN CRASH WERE VERY EXPERIENCED .,up
2020-01-08,0.014998,Reuters Insider - View of Kiev airport.,up
